name,admin,fips
F.C.T.,Pakistan,PK08
Matagalpa,Nicaragua,NU12
Boaco,Nicaragua,NU01
Chontales,Nicaragua,NU04
Estelí,Nicaragua,NU05
Granada,Nicaragua,NU06
Masaya,Nicaragua,NU11
Flevoland,Netherlands,NL16
Utrecht,Netherlands,NL09
Fès - Boulemane,Morocco,MO14
Tadla - Azilal,Morocco,MO56
Călărași,Moldova,MD66
Drochia,Moldova,MD71
Sîngerei,Moldova,MD85
Bălţi,Moldova,MD60
Smiltenes,Latvia,LGD1
Balvu,Latvia,LG48
Strencu,Latvia,LGD3
Beverinas,Latvia,LG50
Burtnieku,Latvia,LG52
Kocenu,Latvia,LG81
Rezeknes,Latvia,LG23
Vecpiebalgas,Latvia,LGE3
Raunas,Latvia,LGB1
Priekulu,Latvia,LGA9
Pargaujas,Latvia,LGA4
Krimuldas,Latvia,LG84
Gulbene,Latvia,LG66
Rugaju,Latvia,LGB7
Jaunpiebalgas,Latvia,LG72
Aglonas,Latvia,LG35
Riebinu,Latvia,LGB3
Vilanu,Latvia,LGE8
Babites,Latvia,LG45
Garkalnes,Latvia,LG64
Kekavas,Latvia,LG80
Marupes,Latvia,LG95
Olaines,Latvia,LGA2
Salaspils,Latvia,LGC3
Stopinu,Latvia,LGD2
Sejas,Latvia,LGC6
Malpils,Latvia,LG94
Siguldas,Latvia,LGC7
Madona,Latvia,LG93
Lubanas,Latvia,LG91
Varaklanu,Latvia,LGE1
Amatas,Latvia,LG42
Erglu,Latvia,LG63
Cesvaines,Latvia,LG55
Ogre,Latvia,LGA1
Ropazu,Latvia,LGB5
Ikskiles,Latvia,LG68
Baldones,Latvia,LG46
Keguma,Latvia,LG79
Iecavas,Latvia,LG67
Plavinu,Latvia,LGA6
Kokneses,Latvia,LG82
Aizkraukles,Latvia,LG36
Skriveru,Latvia,LGC8
Lielvardes,Latvia,LG87
Jaunjelgavas,Latvia,LG71
Preilu,Latvia,LGA7
Livanu,Latvia,LG90
Varkavas,Latvia,LGE2
Jekabpils,Latvia,LG75
Krustpils,Latvia,LG85
Salas,Latvia,LGC1
Aizputes,Latvia,LG37
Kuldigas,Latvia,LG86
Alsungas,Latvia,LG40
Skrundas,Latvia,LGC9
Kandavas,Latvia,LG77
Tukums,Latvia,LGD6
Dobele,Latvia,LG59
Jaunpils,Latvia,LG73
Brocenu,Latvia,LG51
Ozolnieku,Latvia,LGA3
Al Farwaniyah,Kuwait,KU07
Nairobi,Kenya,KE05
Central,Kenya,KE01
Ajlun,Jordan,JO20
Jarash,Jordan,JO22
Gunma,Japan,JA10
Nagano,Japan,JA26
Tochigi,Japan,JA38
Gifu,Japan,JA09
Shiga,Japan,JA35
Saitama,Japan,JA34
Yamanashi,Japan,JA46
Nara,Japan,JA28
Agnéby,Ivory Coast,IV06
N'zi-Comoé,Ivory Coast,IV27
Marahoué,Ivory Coast,IV34
Fromager,Ivory Coast,IV18
Vallée du Bandama,Ivory Coast,IV20
Lacs,Ivory Coast,IV56
Worodougou,Ivory Coast,IV25
Kildare,Ireland,EI12
Carlow,Ireland,EI01
Laoighis,Ireland,EI15
South Dublin,Ireland,EI39
Offaly,Ireland,EI23
Westmeath,Ireland,EI29
Longford,Ireland,EI18
Roscommon,Ireland,EI24
North Tipperary,Ireland,EI38
South Tipperary,Ireland,EI40
Waterford,Ireland,EI41
Limerick,Ireland,EI37
Comayagua,Honduras,HO04
Yoro,Honduras,HO18
Francisco Morazán,Honduras,HO08
Kissidougou,Guinea,GV17
Kérouané,Guinea,GV15
Télimélé,Guinea,GV27
Lélouma,Guinea,GV35
Dalaba,Guinea,GV06
Labé,Guinea,GV34
Pita,Guinea,GV25
Kouroussa,Guinea,GV19
Fria,Guinea,GV11
Chimaltenango,Guatemala,GT03
Sacatepéquez,Guatemala,GT16
Guatemala,Guatemala,GT07
Jalapa,Guatemala,GT10
El Progreso,Guatemala,GT05
Sololá,Guatemala,GT19
Quezaltenango,Guatemala,GT13
Baja Verapaz,Guatemala,GT02
Totonicapán,Guatemala,GT21
Ashanti,Ghana,GH02
Eastern,Ghana,GH05
Hessen,Germany,GM05
Thüringen,Germany,GM15
Sachsen-Anhalt,Germany,GM14
Berlin,Germany,GM16
Moyen-Ogooué,Gabon,GB03
Rapla,Estonia,EN13
Järva,Estonia,EN04
Anseba,Eritrea,ER01
Cuscatlán,El Salvador,ES04
San Salvador,El Salvador,ES10
Al Qahirah,Egypt,EG11
Al Jizah,Egypt,EG08
Al Minya,Egypt,EG10
Al Fayyum,Egypt,EG04
Bani Suwayf,Egypt,EG18
Al Minufiyah,Egypt,EG09
Al Qalyubiyah,Egypt,EG12
Al Gharbiyah,Egypt,EG05
Suhaj,Egypt,EG24
Qina,Egypt,EG23
Asyut,Egypt,EG17
Azuay,Ecuador,EC02
Cañar,Ecuador,EC04
Tungurahua,Ecuador,EC19
Chimborazo,Ecuador,EC06
Bolivar,Ecuador,EC03
Imbabura,Ecuador,EC11
Cotopaxi,Ecuador,EC07
Los Rios,Ecuador,EC13
Pichincha,Ecuador,EC18
Santo Domingo de los Tsáchilas,Ecuador,EC26
Monseñor Nouel,Dominican Republic,DR31
Sánchez Ramírez,Dominican Republic,DR21
Monte Plata,Dominican Republic,DR32
Bjelovarsko-bilogorska,Croatia,HR01
Grad Zagreb,Croatia,HR21
Brodsko-Posavska,Croatia,HR11
San José,Costa Rica,CS08
Cartago,Costa Rica,CS02
Caquetá,Colombia,CO08
Huila,Colombia,CO16
Guaviare,Colombia,CO14
Caldas,Colombia,CO37
Casanare,Colombia,CO32
Meta,Colombia,CO19
Bogota,Colombia,CO33
Santander,Colombia,CO26
Tolima,Colombia,CO28
Quindío,Colombia,CO23
Risaralda,Colombia,CO24
Beijing,China,CH22
Kasaï-Oriental,Democratic Republic of the Congo,CG04
Sichuan,China,CH32
Chongqing,China,CH33
Guizhou,China,CH18
Hunan,China,CH11
Ningxia,China,CH21
Shaanxi,China,CH26
Shanxi,China,CH24
Jiangxi,China,CH03
Henan,China,CH09
Hubei,China,CH12
Anhui,China,CH01
Barh El Gazel,Chad,CD22
Tandjilé,Chad,CD14
Logone Occidental,Chad,CD08
Guéra,Chad,CD05
Batha,Chad,CD01
Ouest,Cameroon,CM08
Centre,Cameroon,CM11
Kâmpóng Chhnang,Cambodia,CB03
Kâmpóng Thum,Cambodia,CB05
Kâmpóng Spœ,Cambodia,CB04
Phnom Penh,Cambodia,CB22
Goiás,Brazil,BR29
Distrito Federal,Brazil,BR07
Minas Gerais,Brazil,BR15
Tocantins,Brazil,BR31
Kweneng,Botswana,BC06
Cochabamba,Bolivia,BL02
Chirang,Bhutan,BT07
Wangdi Phodrang,Bhutan,BT22
Daga,Bhutan,BT08
Punakha,Bhutan,BT15
Mongar,Bhutan,BT12
Tongsa,Bhutan,BT21
Pemagatsel,Bhutan,BT14
Minsk,Belarus,BO05
Saint George,Barbados,BB03
Saint Thomas,Barbados,BB11
Saatlı,Azerbaijan,AJ45
Bərdə,Azerbaijan,AJ11
Şəmkir,Azerbaijan,AJ51
Ağsu,Azerbaijan,AJ06
Nana-Grébizi,Central African Republic,CT15
Şamaxı,Azerbaijan,AJ50
Quba,Azerbaijan,AJ42
Ucar,Azerbaijan,AJ59
Qobustan,Azerbaijan,AJ41
İsmayıllı,Azerbaijan,AJ25
Gəncə,Azerbaijan,AJ20
Mingəçevir,Azerbaijan,AJ33
Göyçay,Azerbaijan,AJ22
Ağdaş,Azerbaijan,AJ04
Ağcabədi,Azerbaijan,AJ02
Australian Capital Territory,Australia,AS01
Wien,Austria,AU09
Kotayk,Armenia,AM05
Erevan,Armenia,AM11
Santa Fe,Argentina,AR21
Tucumán,Argentina,AR24
Santiago del Estero,Argentina,AR22
San Luis,Argentina,AR19
La Pampa,Argentina,AR11
Córdoba,Argentina,AR05
Bié,Angola,AO02
Cuanza Norte,Angola,AO05
Huíla,Angola,AO09
Huambo,Angola,AO08
Sétif,Algeria,AG12
Bordj Bou Arréridj,Algeria,AG39
Bouira,Algeria,AG21
Blida,Algeria,AG20
Tissemsilt,Algeria,AG56
Aïn Defla,Algeria,AG35
Relizane,Algeria,AG51
El Bayadh,Algeria,AG42
Saïda,Algeria,AG10
Sidi Bel Abbès,Algeria,AG30
Mascara,Algeria,AG26
Ghardaïa,Algeria,AG45
Laghouat,Algeria,AG25
Médéa,Algeria,AG06
M'Sila,Algeria,AG27
Batna,Algeria,AG03
Khenchela,Algeria,AG47
Guelma,Algeria,AG23
Constantine,Algeria,AG04
Mila,Algeria,AG48
Oum el Bouaghi,Algeria,AG29
Biskra,Algeria,AG19
Djelfa,Algeria,AG22
Berat,Albania,AL40
Ghazni,Afghanistan,AF08
Kabul,Afghanistan,AF13
Laghman,Afghanistan,AF35
Logar,Afghanistan,AF17
Kapisa,Afghanistan,AF14
Wardak,Afghanistan,AF27
Bamyan,Afghanistan,AF05
Sari Pul,Afghanistan,AF33
Ghor,Afghanistan,AF09
Baghlan,Afghanistan,AF03
Samangan,Afghanistan,AF32
Caerphilly,United Kingdom,UKX4
"Rhondda, Cynon, Taff",United Kingdom,UKY9
Blaenau Gwent,United Kingdom,UKX2
Oyam,Uganda,UGE2
Kole,Uganda,UGF8
Pader,Uganda,UG92
Ibanda,Uganda,UGC8
Gulu,Uganda,UGA2
Kiryandongo,Uganda,UGF7
Iganga,Uganda,UGA3
Lwengo,Uganda,UGG5
Bukomansimbi,Uganda,UGE8
Kalungu,Uganda,UGF5
Kampala,Uganda,UG37
Kaliro,Uganda,UGD2
Agago,Uganda,UGE3
Kotido,Uganda,UGA7
Otuke,Uganda,UGH3
Alebtong,Uganda,UGE4
Amuria,Uganda,UGB8
Katakwi,Uganda,UGA6
Serere,Uganda,UGH5
Soroti,Uganda,UG95
Pallisa,Uganda,UGB5
Lyantonde,Uganda,UGD5
Masaka,Uganda,UG71
Torfaen,United Kingdom,UKZ2
Merthyr Tydfil,United Kingdom,UKY3
North Lanarkshire,United Kingdom,UKV8
Glasgow,United Kingdom,UKV2
East Renfrewshire,United Kingdom,UKU7
East Ayrshire,United Kingdom,UKU4
South Lanarkshire,United Kingdom,UKW5
Magherafelt,United Kingdom,UK71
Omagh,United Kingdom,UK76
Mid Ulster,United Kingdom,UK62
Craigavon,United Kingdom,UK63
Banbridge,United Kingdom,UK57
Antrim,United Kingdom,UK52
Lisburn,United Kingdom,UK69
Ballymoney,United Kingdom,UK56
Ballymena,United Kingdom,UK55
Castlereagh,United Kingdom,UK60
Stockton-on-Tees,United Kingdom,UKN3
Darlington,United Kingdom,UKD1
Middlesbrough,United Kingdom,UKI5
Gateshead,United Kingdom,UKE5
Newcastle upon Tyne,United Kingdom,UKI7
York,United Kingdom,UKQ5
Merseyside,United Kingdom,UK28
Hertfordshire,United Kingdom,UKF8
Havering,United Kingdom,UK15
Cambridgeshire,United Kingdom,UKC3
Milton Keynes,United Kingdom,UKI6
Buckinghamshire,United Kingdom,UKB9
Luton,United Kingdom,UKI1
Central Bedfordshire,United Kingdom,UKZ6
Bedford,United Kingdom,UKZ5
Rutland,United Kingdom,UKL4
Nottinghamshire,United Kingdom,UKJ9
Northamptonshire,United Kingdom,UKJ1
Peterborough,United Kingdom,UKK3
Doncaster,United Kingdom,UKD5
Leicestershire,United Kingdom,UKH5
Cheshire East,United Kingdom,UKZ7
Derbyshire,United Kingdom,UKD3
Rotherham,United Kingdom,UKL3
Sheffield,United Kingdom,UKL9
Stoke-on-Trent,United Kingdom,UKN4
Telford and Wrekin,United Kingdom,UKO2
Staffordshire,United Kingdom,UKM9
Worcestershire,United Kingdom,UKQ4
Warwickshire,United Kingdom,UKP3
Oxfordshire,United Kingdom,UKK2
Wigan,United Kingdom,UKP7
Stockport,United Kingdom,UKN2
Warrington,United Kingdom,UKP2
West Berkshire,United Kingdom,UKP4
Wokingham,United Kingdom,UKQ2
Bracknell Forest,United Kingdom,UKB3
Royal Borough of Windsor and Maidenhead,United Kingdom,UK03
Slough,United Kingdom,UKM1
Reading,United Kingdom,UKK7
Surrey,United Kingdom,UKN7
Blackburn with Darwen,United Kingdom,UKA8
Swindon,United Kingdom,UKN9
Bath and North East Somerset,United Kingdom,UKA4
Wiltshire,United Kingdom,UKP8
Calderdale,United Kingdom,UKC2
Kirklees,United Kingdom,UKG8
Nottingham,United Kingdom,UKJ8
Leicester,United Kingdom,UKH4
Derby,United Kingdom,UKD2
Mukono,Uganda,UG90
Buikwe,Uganda,UGE7
Nakapiripirit,Uganda,UG91
Kween,Uganda,UGF9
Buhweju,Uganda,UGE6
Sheema,Uganda,UGH6
Mitooma,Uganda,UGG6
Bushenyi,Uganda,UG29
Bulambuli,Uganda,UGE9
Sironko,Uganda,UG94
Bugiri,Uganda,UG66
Nwoya,Uganda,UGH2
Mbale,Uganda,UGB1
Budaka,Uganda,UGC1
Butaleja,Uganda,UGC6
Kibuku,Uganda,UGF6
Napak,Uganda,UGG8
Kumi,Uganda,UG46
Ngora,Uganda,UGG9
Bukedea,Uganda,UGC3
Namutumba,Uganda,UGE1
Kütahya,Turkey,TU43
Konya,Turkey,TU71
Karaman,Turkey,TU78
Nigde,Turkey,TU73
Kayseri,Turkey,TU38
Isparta,Turkey,TU33
Manisa,Turkey,TU45
Denizli,Turkey,TU20
Burdur,Turkey,TU15
Aksaray,Turkey,TU75
Nevsehir,Turkey,TU50
Yozgat,Turkey,TU66
Kirsehir,Turkey,TU40
Usak,Turkey,TU64
Erzincan,Turkey,TU24
Tunceli,Turkey,TU62
Afyonkarahisar,Turkey,TU03
Kinkkale,Turkey,TU79
K. Maras,Turkey,TU46
Mus,Turkey,TU49
Erzurum,Turkey,TU25
Malatya,Turkey,TU44
Elazig,Turkey,TU23
Bitlis,Turkey,TU13
Bingöl,Turkey,TU12
Abia,Nigeria,NI45
Ebonyi,Nigeria,NI53
Anambra,Nigeria,NI25
Edo,Nigeria,NI37
Bauchi,Nigeria,NI46
Plateau,Nigeria,NI49
Nassarawa,Nigeria,NI56
Gombe,Nigeria,NI55
Enugu,Nigeria,NI47
Kogi,Nigeria,NI41
Osun,Nigeria,NI42
Imo,Nigeria,NI28
Osmaniye,Turkey,TU91
Adiyaman,Turkey,TU02
Diyarbakir,Turkey,TU21
Batman,Turkey,TU76
Siirt,Turkey,TU74
Bayburt,Turkey,TU77
Gümüshane,Turkey,TU69
Singida,United Republic of Tanzania,TZ16
Tabora,United Republic of Tanzania,TZ17
Iringa,United Republic of Tanzania,TZ04
Mwanza,United Republic of Tanzania,TZ12
Simiyu,United Republic of Tanzania,TZ31
Geita,United Republic of Tanzania,TZ28
Shinyanga,United Republic of Tanzania,TZ15
Ratnapura,Sri Lanka,CE20
Mŏṇarāgala,Sri Lanka,CE16
Kægalla,Sri Lanka,CE11
Badulla,Sri Lanka,CE03
Mātale,Sri Lanka,CE14
Pŏḷŏnnaruva,Sri Lanka,CE18
Kuruṇægala,Sri Lanka,CE12
Anurādhapura,Sri Lanka,CE02
Nuvara Ĕliya,Sri Lanka,CE17
Vavuniyāva,Sri Lanka,CE28
Mahanuvara,Sri Lanka,CE10
Bay,Somalia,SO04
Bashkortostan,Russia,RS08
Sverdlovsk,Russia,RS71
Khanty-Mansiy,Russia,RS32
Lipetsk,Russia,RS43
Tambov,Russia,RS72
Tomsk,Russia,RS75
Tatarstan,Russia,RS73
Ul'yanovsk,Russia,RS81
Penza,Russia,RS57
Kemerovo,Russia,RS29
Orel,Russia,RS56
Irkutsk,Russia,RS20
Khakass,Russia,RS31
Mordovia,Russia,RS46
Kaluga,Russia,RS25
Kostroma,Russia,RS37
Yaroslavl',Russia,RS88
Vladimir,Russia,RS83
Ryazan',Russia,RS62
Ivanovo,Russia,RS21
Nizhegorod,Russia,RS51
Tula,Russia,RS76
Seoul,South Korea,KS11
Daejeon,South Korea,KS19
Sejong,South Korea,KS22
North Chungcheong,South Korea,KS05
Chuvash,Russia,RS16
Vologda,Russia,RS85
Novgorod,Russia,RS52
Tver',Russia,RS77
Moskva,Russia,RS47
Mariy-El,Russia,RS45
Kirov,Russia,RS33
Udmurt,Russia,RS80
Komi,Russia,RS34
Perm',Russia,RS90
Samara,Russia,RS65
Stavropol',Russia,RS70
Adygey,Russia,RS01
Masovian,Poland,PL78
Łódź,Poland,PL74
Kuyavian-Pomeranian,Poland,PL73
Greater Poland,Poland,PL86
Świętokrzyskie,Poland,PL84
Nueva Ecija,Philippines,RP47
Laguna,Philippines,RP33
Rizal,Philippines,RP53
Quirino,Philippines,RP68
Nueva Vizcaya,Philippines,RP48
Ifugao,Philippines,RP27
Mountain Province,Philippines,RP44
Tarlac,Philippines,RP63
Apayao,Philippines,RPH6
Kalinga,Philippines,RPJ7
Abra,Philippines,RP01
Ekiti,Nigeria,NI54
Kaduna,Nigeria,NI23
Kano,Nigeria,NI29
Federal Capital Territory,Nigeria,NI11
P'yŏngyang,North Korea,KN12
Khomas,Namibia,WA21
Oshana,Namibia,WA37
Oshikoto,Namibia,WA38
Darhan-Uul,Mongolia,MG23
Töv,Mongolia,MG18
Arhangay,Mongolia,MG01
Orhon,Mongolia,MG25
Dundgovi,Mongolia,MG08
Övörhangay,Mongolia,MG15
Govĭ-Sümber,Mongolia,MG24
México,Mexico,MX15
Puebla,Mexico,MX21
Morelos,Mexico,MX17
Querétaro,Mexico,MX22
Hidalgo,Mexico,MX13
Guanajuato,Mexico,MX11
San Luis Potosí,Mexico,MX24
Zacatecas,Mexico,MX32
Aguascalientes,Mexico,MX01
Durango,Mexico,MX10
Ulaanbaatar,Mongolia,MG20
Tlaxcala,Mexico,MX29
Distrito Federal,Mexico,MX09
Tagant,Mauritania,MR09
Želino,Macedonia,MKC3
Brvenica,Macedonia,MK12
Brod,Macedonia,MK63
Oslomej,Macedonia,MK77
Sopište,Macedonia,MK92
Karpoš,Macedonia,MK41
Butel,Macedonia,MK13
Čair,Macedonia,MKA3
Zajas,Macedonia,MKC1
Dolneni,Macedonia,MK28
Krivogaštani,Macedonia,MK53
Mogila,Macedonia,MK67
Čaška,Macedonia,MK15
Rosoman,Macedonia,MK87
Negotino,Macedonia,MK69
Drugovo,Macedonia,MK30
Gazi Baba,Macedonia,MK32
Kruševo,Macedonia,MK54
Demir Hisar,Macedonia,MK24
Studeničani,Macedonia,MKA2
Probištip,Macedonia,MK83
Zelenikovo,Macedonia,MKC2
Kičevo,Macedonia,MK43
Plasnica,Macedonia,MK80
Vraneštica,Macedonia,MKB6
Skopje,Macedonia,MK79
Sveti Nikole,Macedonia,MKA4
Kratovo,Macedonia,MK51
Ilinden,Macedonia,MK36
Karbinci,Macedonia,MK40
Štip,Macedonia,MK98
Kočani,Macedonia,MK46
Veles,Macedonia,MKB1
Demir Kapija,Macedonia,MK25
Vinica,Macedonia,MKB4
Bosilovo,Macedonia,MK11
Radoviš,Macedonia,MK84
Vasilevo,Macedonia,MKA9
Al Jifarah,Libya,LY81
Mizdah,Libya,LY57
Al Jufrah,Libya,LY64
Sabha,Libya,LY75
Aqmola,Kazakhstan,KZ03
Qaraghandy,Kazakhstan,KZ12
Baghdad,Iraq,IZ07
Babil,Iraq,IZ06
Al-Qādisiyyah,Iraq,IZ04
Dhi-Qar,Iraq,IZ09
Karbala',Iraq,IZ12
Markazi,Iran,IR34
Esfahan,Iran,IR28
Chahar Mahall and Bakhtiari,Iran,IR03
Kohgiluyeh and Buyer Ahmad,Iran,IR05
Fars,Iran,IR07
Kerman,Iran,IR29
Hamadan,Iran,IR09
Lorestan,Iran,IR23
Yazd,Iran,IR40
Qom,Iran,IR39
Chhattisgarh,India,IN37
Haryana,India,IN10
Telangana,India,IN40
Jász-Nagykun-Szolnok,Hungary,HU20
Fejér,Hungary,HU08
Veszprém,Hungary,HU23
Tolna,Hungary,HU21
Szolnok,Hungary,HU36
Budapest,Hungary,HU05
Érd,Hungary,HU43
Heves,Hungary,HU11
Eger,Hungary,HU28
Miskolc,Hungary,HU13
Hódmezôvásárhely,Hungary,HU29
Dunaújváros,Hungary,HU27
Kecskemét,Hungary,HU31
Tatabánya,Hungary,HU38
Tbilisi,Georgia,GG51
Imereti,Georgia,GG66
Dire Dawa,Ethiopia,ET48
Harari People,Ethiopia,ET50
Gitega,Burundi,BY13
Muramvya,Burundi,BY22
Mwaro,Burundi,BY23
Karuzi,Burundi,BY14
Sanguié,Burkina Faso,UV36
Tuy,Burkina Faso,UV74
Kouritenga,Burkina Faso,UV28
Ganzourgou,Burkina Faso,UV50
Zoundwéogo,Burkina Faso,UV44
Boulkiemdé,Burkina Faso,UV19
Oubritenga,Burkina Faso,UV68
Bazéga,Burkina Faso,UV47
Namentenga,Burkina Faso,UV64
Sanmatenga,Burkina Faso,UV70
Magway,Myanmar,BM15
Mandalay,Myanmar,BM08
Plovdiv,Bulgaria,BU51
Stara Zagora,Bulgaria,BU59
Sliven,Bulgaria,BU56
Shumen,Bulgaria,BU54
Razgrad,Bulgaria,BU52
Targovishte,Bulgaria,BU60
Gabrovo,Bulgaria,BU41
Pazardzhik,Bulgaria,BU48
Lovech,Bulgaria,BU46
Grad Sofiya,Bulgaria,BU42
Amanat Al Asimah,Yemen,YM26
Wisconsin,United States of America,US55
Illinois,United States of America,US17
Kentucky,United States of America,US21
Arkansas,United States of America,US05
Tennessee,United States of America,US47
West Virginia,United States of America,US54
Indiana,United States of America,US18
Vysočina,Czech Republic,EZ80
City of Minsk,Belarus,BO04
Kiev City,Ukraine,UP12
Almaty City,Kazakhstan,KZ02
Astana,Kazakhstan,KZ05
Damascus,Syria,SY13
Bucharest,Romania,RO10
Rezekne,Latvia,LGB2
Niamey,Niger,NG08
Bamako,Mali,ML01
Andorra la Vella,Andorra,AN07
Gyôr,Hungary,HU25
Szombathely,Hungary,HU37
Zalaegerszeg,Hungary,HU40
Nagykanizsa,Hungary,HU32
Veszprém,Hungary,HU39
Kaposvár,Hungary,HU30
Pécs,Hungary,HU15
Szekszárd,Hungary,HU42
Székesfehérvár,Hungary,HU35
Békéscsaba,Hungary,HU26
Debrecen,Hungary,HU07
Nyíregyháza,Hungary,HU33
Buada,Nauru,NR07
São Salvador do Mundo,Cape Verde,CV26
São Lourenço dos Órgãos,Cape Verde,CV25
Port Louis,Mauritius,MP18
Dushanbe,Tajikistan,TI04
Luxor,Egypt,EG28
Naftalan,Azerbaijan,AJ34
Şəki,Azerbaijan,AJ48
Leeds,United Kingdom,UKH3
Bradford,United Kingdom,UKB4
Wakefield,United Kingdom,UKO7
Barnsley,United Kingdom,UKA3
Salford,United Kingdom,UKL5
Bolton,United Kingdom,UKB1
Trafford,United Kingdom,UKO6
Manchester,United Kingdom,UKI2
Oldham,United Kingdom,UKK1
Rochdale,United Kingdom,UKL2
Tameside,United Kingdom,UKO1
Bury,United Kingdom,UKC1
Solihull,United Kingdom,UKM2
Coventry,United Kingdom,UKC7
Birmingham,United Kingdom,UKA7
Sandwell,United Kingdom,UKL7
Dudley,United Kingdom,UKD7
Walsall,United Kingdom,UKO8
Wolverhampton,United Kingdom,UKQ3
Durbes,Latvia,LG61
Incukalna,Latvia,LG70
Ādaži,Latvia,LG34
Valmiera,Latvia,LGD9
Cesu,Latvia,LG54
Ligatnes,Latvia,LG88
Jekabpils,Latvia,LG74
Madrid,Spain,SP87
San Ġwann,Malta,MT48
Santa Venera,Malta,MT53
Santa Luċija,Malta,MT51
